video_id,title,channel_title,published_at,category_id,category,tags,view_count,like_count,comment_count,duration,description,fetched_at,source
YWpWjnui1T8,"From Lvl 1 to Lvl 99,999,999 Longest Snake in Roblox..",Karry Mini,2026-04-11T13:01:38Z,20,Gaming,"['carry depie', 'roblox']",227921,2620,143,PT11M1S,"in this video i got longest snake in roblox..

#karrymini 
#roblox",2026-04-12T10:45:25.241686,trending
rux8gqvRW_8,"Tu Mujhe Kabool - Khuda Gawah | Amitabh, Sridevi | Kavita Krishnamurthy & Mohammad Aziz | 90s Hits",Bollywood Music House,2026-04-11T12:31:17Z,10,Music,"['Tu Mujhe Kabool', 'Tu Mujhe Kabool song', 'Khuda Gawah songs', 'Amitabh Bachchan songs', 'Sridevi songs', 'Kavita Krishnamurthy songs', 'Mohammad Aziz songs', '90s Hindi songs', '90s Bollywood hits', 'old Hindi songs', 'evergreen Hindi songs', 'Bollywood classic songs', 'Khuda Gawah movie songs', 'Amitabh Sridevi songs', '90s romantic songs']",28014,139,1,PT8M3S,"Song Credits:
Singer(s): Kavita Krishnamurthy & Mohammad Aziz
Music Director: Laxmikant - Pyarelal
Lyricist: Anand Bakshi

Movie Cast & Crew:
Producer: Manoj Desai, Nazir Ahmed
Director: Mukul S. Anand
Cast: Amitabh Bachchan, Sridevi, Nagarjuna Akkineni


Song Lyrics:
Tu Mujhe Kabool Main Tujhe Kabool
Tu Mujhe Kabool Main Tujhe Kabool
Is Baat Ka Gawah Khuda
Khuda Gawah
Khuda Gawah
Tu Mujhe Kabool Main Tujhe Kabool
Is Baat Ka Gawah Khuda
Khuda Gawah
Khuda Gawah
Khuda Gawah
Vai Vai Vai
Tere Mere Pyaar Ki
Vai Vai
Tere Mere Pyaar Ki
Tere Mere Pyaar Ki
Vai Vai
Tere Mere Pyaar Ki
Is Baaraat Ka Gawah Khuda
Khuda Gawah
Khuda Gawah
Khuda Gawah
Ho Koi Ghulam Chahe Badshah
Ishq Ke Bagair Zindagi Gunaah
Ho Koi Ghulam Chahe Badshah
Ishq Ke Bagair Zindagi Gunaah
Bas Yeh Sochkar Maine Jaan Di
Vai Vai
Bas Yeh Sochkar Maine Jaan Di
Yaani Dil Diya Gawah Khuda
Khuda Gawah
Khuda Gawah
Tu Mujhe Kabool Main Tujhe Kabool
O Tu Mujhe Kabool Main Tujhe Kabool

Aaina Hoon Main Na Todna Mujhe
Todna Magar Na Chhodna Mujhe
Aaina Hoon Main Na Todna Mujhe
Todna Magar Na Chhodna Mujhe
Kehna Tha Yehi Meri Jaan Mujhe
Valle Valle
Kehna Tha Yehi Meri Jaan Mujhe
Tune Keh Diya Gawah Khuda
Khuda Gawah
Khuda Gawah
Vai Vai Vai
Tu Mujhe Kabool Main Tujhe Kabool
Tu Mujhe Kabool Main Tujhe Kabool
Tere Naam Ka Main Kalma Padhoon
Raat Din Tujhe Yaad Main Karoon
Tere Naam Ka Main Kalma Padhoon
Raat Din Tujhe Yaad Main Karoon
O Yaad Karne Se
Vai Vai
Kya Faayda
Mujhko Bhool Jaa Teri Zaat Se
Main Nahin Judaa Gawah Khuda
Khuda Gawah
Khuda Gawah
Tu Mujhe Kabool Main Tujhe Kabool
Is Baat Ka Gawah Khuda
Khuda Gawah
Khuda Gawah
Tere Mere Pyaar Ki
Vai Vai
Tere Mere Pyaar Ki
Tere Mere Pyaar Ki
Vai Vai
Tere Mere Pyaar Ki
Is Baaraat Ka Gawah Khuda
Khuda Gawah
Khuda Gawah
Khuda Gawah
Khuda Gawah",2026-04-12T10:45:25.241686,trending
iQCtKXooY-s,Flatbed Trailer McQueen Transportation with Truck - Speedbumps vs Cars vs Train - BeamNG.Drive #19,ImpactCore BeamNG,2026-04-11T15:28:34Z,10,Music,"['Flatbed Trailer McQueen', 'McQueen Transportation', 'Truck Transport Cars', 'Speedbumps vs Cars', 'Cars vs Train', 'BeamNG Drive', 'BeamNG Drive Gameplay', 'BeamNG Crash', 'BeamNG Drive Crashes', 'BeamNG Drive Truck', 'BeamNG Drive Trailer', 'Car Transport Truck', 'Flatbed Trailer Transport', 'High Speed Crash BeamNG', 'Car Crash Simulation', 'Realistic Car Crash', 'BeamNG Physics', 'Car Destruction', 'Crash Test BeamNG', 'Train Crash BeamNG', 'Speed Bumps Crash Test', 'Cars vs Obstacles', 'Extreme Crash Test']",96833,12414,938,PT7M49S,"#doublespeedbumps #beamngdrivemods #beamngdrive
Flatbed Trailer McQueen Transportation with Truck - Speedbumps vs Cars vs Train - BeamNG.Drive 

Hello everyone! 
Welcome to my channel ImpactCore BeamNG

🙏Thank you for your attention


🙏 If you liked my channel, please support my channel with likes, comments and share with your friends: 👇

➡️Flatbed Trailer Gelik Cars Transportation with Truck, mobil mobilan, mobil-mobilan, flatbed truck mcqueen, Speedbumps vs Cars,  Truck vs Train,  Cars vs Bollards,  Truck vs Giant Pit,  Tractor vs Train,  mcqueen, Pothole vs Car, BeamNG.Drive
beamng drive, beamng.drive, beamng drive crashes, beamng drive realistic physics, beamng drive mods, truck vs train beamng drive, beamng drive soft body physics.

#beamng #doublespeedbumps  #beamngdrive #beamngdrivemods",2026-04-12T10:45:25.241686,trending
OdGyUQvY9ek,Nas Nas Kyu Dukhe पिया मेरी नस नस के हो दुखे || Anjali Raghav & Karan Chaudhary !! Brajbhasha Song,Dil Hits Haryanvi,2026-04-10T02:30:06Z,22,People & Blogs,"['haryanvi song', 'new haryanvi song', 'haryanvi new song', 'haryanvi song new', 'song haryanvi', 'new song haryanvi', 'trending haryanvi song', 'haryanvi dj song', 'latest haryanvi song', 'song', 'hindi song', 'bhojpuri song', 'new song', 'sad song', 'dj song', 'song new', 'old song', 'dj remix song', 'rajasthani song', 'trending song', 'rajasthan', 'dil hits haryanvi']",145419,416,8,PT7M40S,"#nasnaskyudukhei
#nasnaskyudukhe
#nasnaskyudukhei
#पिया मेरी नस नस के हो दुखे
#brajbhasha
#piyamerinasnaskyundookhei
#nasnaskyudukhisong
#nasnaskyudikhedance
#nasnaskyudukhisongdj
#balammerinasnaskyudukhei
#newbrajbhashasong
#newbrajsong
#anjaliraghav
#anjaliraghavnewsong
#anjaliraghavnasnaskyudukhe



nas nas kyu dukhei, nas nas kyu dukhe, nas nas kyu dukhei, piya meri nas nas kyu dookhei, nas nas kyu dukhi song, balam meri nas nas kyu dukhei , nas nas kyu dukhi song dj, nas nas kyu dukhi song dance, nas nas kyu dikhe song dj remix, nas nas kyu dukhe, braj bhasha song, braj songs, anjali raghav new song, anjali raghav nas nas kyu dukhe, piya meri nas nas dukhe song, nas nas kyu dukhe remix, new braj bhasha song, new brajbhasha song 2026.



Song Credits:
🎵 Song Title: Nas Nas Kyu Dukhei (नस नस क्यों दूखै)
🎭 Starring: Anjali Raghav & Diler Kharkiyay
🎤 Singers: Diler Kharkiya
📝 Lyrics: Kabir Singhora
🎼 Music: JPS Music


video credit 

ritika queen 
sharad shivhare 
Shoot with editing -patel


LYRICS: 
Piya Meri Nas Nas Kyun Dookhei
Balam Meri Nas Nas Kyun Dookhei
Na Hilo Jaye.. Na Chigo
Aaj Meri Chhati Si Toote
Piya Meri Nas Nas Kyun Dookhei...

Gori Toye Nazar Lagi Deekhei
Haan Gori Nazar Lagi Deekhei
Ja Sabre Gaam Me Top Lugai Bas Tu Hi Deekhe
Gori Toye Nazar Lagi Deekhei...

Haan Ghar Te Nikru Saj Dhaj Ke
Moye Toke Log Lugai
Koi Radua Maare Siti
Dekh Koi Bolo Butterfly

Toye Laad Kare Je Ghar Kunve Ki
Sagri Chachi Tayi
Aur Naam Bata De Raduan Ko
Do Minute Me Karu Kutayi
Haan Tu Bhi Kare Na Laad Piya
Mope Daanti Si Meense

Gori Toye Nazar Lagi Deekhei...
Arey Bano Chaudhary Ghoome
Sab Din Mope Kaam Karave
Ho.. Phoonk Jaray Du Ghar Ghoore Ku
Aisi Mann Mein Aave

Arey Raakh Sabar Meri Dhanno
Kayko Tu Itni Ghabrave
Aur Lal Kilo Tere Naam Karay Du
Ek Ber Muskaye De
Moye Dekh Ke Devar Ek Aankh Te
Photo So Kheenche

Gori Toye Nazar Lagi Deekhei...
Piya Mero Jee So Cho Ghabrave
Rang Mero Neelo Padto Aawe
Baidh Bulaye De...
Jhaaro Jaldi Tu Moku Lagvaye De...

Mat Na Leve Tension Pyari
Tote Karu Laad Main Bhari..
Chhappar Phaar Kein...
Teri Nazar Utaaru Mantar Maar Kein..

Keywords :-
Braj Recods, ब्रज रिकार्ड्स, Braj Bhasha Song, Braj Songs, New Brajbhasha Songs, Anil Rawat Hit Songs, Anil Rawat Viral Songs, Anil Rawat Song List, Anil Kajal Hit Songs, Anjali Raghav Songs,
Brajwood Songs, Braj Cinema Songs, Braj Songs, DJ Songs , BrajBhasha Song, Braj Bhasha Songs, Brij Bhasha Songs, New Brajwood Song, New Braj Bhasha Song 2025

TAGS :-
Shahar Barelly, Sanjana Yaduvanshi New Song, Dharmender Hemamalini, Anjali Raghav New Song, Karan Chaudhary Song, Ansh Karan Films, BrajCinema Songs, Viral Jodi Song, Viral Jodi, Nas Nas Kyun Dookhe, Happy New Year Babu, Piya Meri Nas Nas Kyun Dukhe, Balam Meri Nas Nas Kyun Dukhe, Anjali Raghav New Song, Anjali Raghav Hit Song, Anjali Raghav Haryanvi Song, Anjali Songs, Kabir Singhora New Songs, Viral Jodi Hai Gayi Apni, Nazar Utaru Mantar Maar Ke, Piya Mero jee so Cho Ghabrave, Jaaro Jaldi Tu Moku Lagwaye De, Dj Song 2026,",2026-04-12T10:45:25.241686,trending
cDtIuXeOkxE,How I Banned Heart Dupers in My Own LifeSteal SMP,Lapis Live,2026-04-11T09:30:02Z,20,Gaming,"['superpower mrlapis', 'mrlapis', 'super power full movie', 'full story of super power', 'mrlapis new video', 'lapis live']",302126,16402,1256,PT36M25S,"INSTAGRAM :- https://www.instagram.com/mrlapis2/
Main Channel :- https://www.youtube.com/@MrLapis

Recording Discord Server :- https://discord.gg/QUcwmMUQd7

JOIN MY SERVER
Server IP: play.blockfun.gg
Server Name: Blockfun 
Bedrock Port: 19132
DC: https://discord.com/invite/blockfun 
Recommended Minecraft Version: Latest Version


(For Paid Promotion :-  mrlapis123456@gmail.com)

#mimecraftvideo  #herobrinesmp #lifestealsmp #lapatasmp #lapatasmp #lapatasmpseason5 #Headstealsmp",2026-04-12T10:45:25.241686,trending
MqLDBPzTQuk,Vaalu Kanuladaanaa - Lyrical Video | Premikula Roju | A.R. Rahman | Unni Menon,Saregama Telugu,2026-04-10T12:30:36Z,10,Music,"['Vaalu Kanuladaanaa song', 'Vaalu Kanuladhana song', 'Unnimenon', 'Premikula Roju', 'Kunal Singh', 'Sonali Bendre (Film Actor)', 'Nazar', 'koundamani', 'AR Rahman', 'AM Ratnam', 'AM Rathnam', 'Kathir', 'Kadhir (Film Writer)', 'Evergreen Telugu Hits', 'Telugu Romantic Hits', 'Kathalar Dhinam', 'ar rahman hits', 'Vaalu Kanuladaanaa', 'premikula roju movie', 'premikula roju movie songs', 'enna vilai azhage song telugu', 'kathalar thinam movie song', 'kaadhalar dhinam movie telugu song', 'ar rahman songs', 'ar rahman telugu song']",84402,522,12,PT5M53S,"For more latest songs & videos, subscribe 👉 https://bit.ly/Saregama_Telugu

Experience the lyrical video of Vaalu Kanuladaanaa from the film Premikula Roju, beautifully sung by Unni Menon, with mesmerizing music composed by A. R. Rahman.

Song Credits:-
Vaalu Kanuladaanaa
Singer: Unni Menon
Lyrics: Siva Ganesh, A.M.Rathnam
Music: A.R. Rahman

Lyrics:
Vaalu kanula daana
Vaalu kanula daana
Nee viluva cheppu mainaa
Naa pranamichukona
Nee roopu chusi silanu aithine
Oka maata raaka
Oka maata raaka moogabothini
Oka maata raaka moogabothini
Vaalu kanula daana
Nee viluva cheppu mainaa
Naa pranamichukona
Nee roopu chusi silanu aithinE
Oka maata raaka
Oka maata raaka moogabothini
Oka maata raaka moogabothini

Cheliya Ninne Thalachi
Kanula jhadilo tadisi
Reyi naaku kanula kunuku
Lekunda poyindi
nee dhayase ayyindi
Thalapu marigi reyi perigi
Ollantha pongindi
Aaharam vaddandi
Kshana kshanam nee thalaputho
Thanuvu chikkipoyele
Pranimiche Oh pranayama
neeku saati edi priyatama

Nee kirthe lokalu palaka
Ellora silpalu ulaka
Ajantha siggulu olakaa chilakaa
Nee kirthe lokalu palaka
Ellora silpalu ulaka
Ajantha siggulu olike roje
Ninu nenu cherukonaa

Vaalu kanula daana
Nee viluva cheppu mainaa
Naa pranamichukona
Nee roopu chusi silanu aithine
Oka maata raaka
Oka maata raaka moogabothini

Daivam ninne malachi
Thanalo thaane murisi
Ompu sompu teerchu nerpu
Nee sontham ayyindi
Naa kanta nilichindi
Ghadiya ghadiya vodini karugu
Rasa veena nee menu
Meetaali naa menu
Vadi vadi gaa cheruko
Kougili lo karigipo
Thanuvu matramikkadunnadi
Ninnu pranamivva mannadi
Jakkana kaalam naati
Chekkina silpam okati
Kannegaa vachindanta cheliyaa
Jakkana kaalam naati
Chekkina silpam okati
Kannegaa vachindanta cheliyaa
Nee sogasukedi saati

Vaalu kanula daana
Vaalu kanula daana
Nee viluva cheppu mainaa
Naa pranamichukona
Nee roopu chusi silanu aithine
Oka maata raaka
Oka maata raaka moogabothini
Oka maata raaka moogabothini
Oka maata raaka moogabothini

Label: Saregama India Limited, A RPSG Group Company

To buy Carvaan, visit https://www.saregama.com/carvaan/telugu
To buy virus free original tracks, visit  https://www.saregama.com/musicstore
Follow us on: YouTube: @saregamasouth
Facebook: http://www.facebook.com/Saregamatelugu
X: https://twitter.com/saregamasouth

#VaaluKanuladaanaa #ARRahman #SaregamaTelugu #KunalSingh #SonaliBendre",2026-04-12T10:45:25.241686,trending
3JawRw2A1a0,GTA V: Franklin And Shinchan Tuch Anything Become Gold And Diamonsds In GTA 5 Telugu | #gta5,DOMINATOR YT,2026-04-11T02:00:09Z,20,Gaming,"['shinchan girlfriend gola part - 4', 'gta 5 mods', 'gta 5 shinchan', 'shinchan gta 5', 'shinchan dominator', 'gta 5 shorts', 'gta 5 funny moments', 'dominator shinchan', 'shinchan girlfriend', 'zeus baba giving girlfriend to shinchan', 'dominator girlfriend', 'dominator', 'dominator yt', 'gta 5 mod', 'shinchan gta5', 'domi yt', 'grand theft auto', 'domi x gta', 'domi gta5', 'gta 5', 'gta', 'doraemon', 'doraemon and shinchan in gta 5', ""super hero's tho mega ramp challange"", 'bommalu', 'hide and seek', 'gta 5 hide and seek']",112477,2244,133,PT27M4S,"GTA V: Franklin And Shinchan Tries To Become New Avenger By Stealing Ironman's Suit In GTA 5 | #gta5 

GTA V: Franklin And Shinchan Found Weirdest Elemental Cars In GTA 5 Telugu | #gta5


Thanks For Watching😊..

Shin chan new Episodes In Gta 5 in telugu ,
Shin chan Franklin in telugu ,
Shin chan Telugu Gta 5 Story Mode ,
Domi mava New Gta 5 ,
domi mava Shinchan Gta 5

join our discord server:- https://discord.gg/SaqYCQgS




I Hope You Enjoyed This Video💖💖..
-------------------------------------------------------------------

CONNECT WITH ME ON HERE 👇👇👇
               ___________________


Follow Me On Insta💕 :- https://instagram.com/dominator__yt06?igshid=YmMyMTA2M2Y=

DISCORD💜 :- https://discord.gg/PJ7nR3Mx

YOUTUBE❤ :- https://www.youtube.com/channel/UCxip5Y2WpH9nJIU2n9dIb4Q
________________________________________________________________

Any Enquiry Mail Me :-👇
domibiz06@gmail.com

-------------------------------------------------------------------------------------
Shin Chan GTA 5 missions GTA Shin Chan
Shin Chan in GTA
Shin Chan plays GTA
Shin Chan GTA funny moments
GTA Shin Chan mod
Shin Chan voiceover in GTA
Shin Chan GTA 5 parody
Shin Chan GTA 5 heist
GTA Shin Chan mini-game
Shin Chan GTA 5 race
Shin Chan GTA roleplay
Shin Chan GTA 5 animation
Shin Chan GTA 5 character
GTA Shin Chan highlights
Shin Chan GTA 5 gameplay
shinchan went to shop for cobarri chutny
shinchan and franklin got accident
doraemon and shinchan in gta 5
doraemon and shinchan buying cars in gta 5
doraemon got a gift from army subscriber
doraemon got a gift from arm
shinchan using doraemon gadget in gta 5
franklin as a farmar went wrong
shinchan got super car in train
doraemon got super car in train 
shinchan gift
doraemon gift
nobitha gift 
criminals trying to kill shinchan
Shinchan & Doraemon Opening Containers
Shinchan Gift Dongatanam Chesaru
Doraemon ke Container Gift Vachindhi
Shinchan & Domi mava Helping Business Man

 #gta5 #shorts #gta5 #rampageboy #gta5mods #thaliva #superstarrajinikanth #rajnikanth #shorts #gta5 #rampageboy #gta5mods #gta5roleplay #shorts #gta5 bean#gta5tsunami #gta5modinstall #gta5telugu #gta5movietime#gta5indiancars #gta5swiftcar #gta5indian #gta5carinstall #rolex #vikrambgm #trending #trendingforgaming #gaming #gamingtelugu #gorantlamadhav #gta5telugu #carstealing #gta5carstealing #karthikeya2 #godfathertrailer #gorantlamadhavvideo #gorantlamadhav #gta5mods #gta5roleplay #jalsa4k #karthikeya2 #liger #ligerreview #rolex #rolexbgm #zeus #rollsroyce #khabyvsalok #doraemon #godfathertrailer #ssmb29 #prince #nobita #lovetoday #treasurehunt #gta5treasurehunt #gta5poor domi x gta,gta x domi,domi yt x gta,domi yt x mod,mod x domi yt,gta x domi yt,gta 5 x domi yt,ghost rider x domi,domi x ghost rider,gta v mods,gta v gameplay,độ tày,try not to laugh,gta 5 fails,gta mods,gta 5 mod,grand theft,grand theft auto 5,grand theft auto v,techno gamerz,ghost rider,ghost rider bike,ghost rider bike power,rider,domi x stealing,gta train,gta 5 train,train stoping,gta 5 funny,gta 5 funny moments
ShinChan Franklin Car Meet Ke Velaru
shinchan girlfriend gola part - 4,gta 5 mods,gta 5 shinchan,shinchan gta 5,shinchan dominator,gta 5 shorts,gta 5 funny moments,dominator shinchan,try not to laugh,shinchan girlfriend,zeus baba,zeus baba giving girlfriend to shinchan,gta 5 techno gamerz,dominator girlfriend,dominator,dominator yt,gta 5 mod,gta 5 fails,shinchan gta5,domi yt,grand theft auto,domi x gta,domi gta5
shinchan went to shop for cobarri chutny
shinchan and franklin got accident
doraemon and shinchan in gta 5
SUPER HERO'S THO MEGA RAMP CHALLANGE
SHINCHAN తో STUNT RACE CHALLENGE
FRANKLIN & SHINCHAN FINALLY FOUNDED THOR
gta5shinchan kidnapped,shinchan got kidnapped,shinchan in gta5,gta5 shinchan ramps videos,shinchan gta5,SHINCHAN LAMBHORGINI GIFT,DORAEMON LAMBHORGINI GIFT,shinchan car stealing,shinchan ktm bike,shinchan nobia bike stealing,shinchan gift container,doraemon gift container,ktm bike steals in gta5,bommalu,gta 5 containers opening,gta 5 gifts containers,gta 5 mods,gta 5 hide 7 seek,shinchan hide u0026 seek,little singham hide u0026 seek,tri star 18,Playing
franklin game in telugu,gta 5 in telugu new episodes,gta v dominator videos,franklin shinchan new videos,gta v domi mava videos,domi mama doraemon videos,gta v telugu ghost videos,shinchan and franklin gta v horror videos,doraemon shinchan movies in telugu,gta 5 domi mama videos,franklin shinchan cartoon,shinchan dorameon ghost videos,franklin videos in telugu new episodes,shinchan doraemon videos in telugu gta v,franklin shinchan cartoon videos",2026-04-12T10:45:25.241686,trending
TIWqSPKNFUY,New Song 2026 | New Hindi Song | Woh chhoote Hue Haath Hain | Ranveer Singh | Sara Arjun | New Song ,Sagar Bairagi ,2026-04-08T04:50:00Z,10,Music,"['New Song 2026', 'New Song', 'new Hindi Song', 'letest Hindi Song', 'Chhoote Hue Hath hai', 'chhoote Hue Haath Hai New song', 'Sagar Bairagi new song', 'Sad Hindi Song', 'new heart break Song', 'new bollywood song', 'chhoote Hue Hath new song', 'chhoote Hue Hath Hain', 'khalipan new Song', 'Khalipan thehra new Song', 'khalipan new Hindi Song']",1004312,6987,216,PT4M28S,"new Song | new Song 2026 | woh Chhoote Hue Hath Hai | New Hindi Song | woh Chhoote Hue Hath Hain new song | khalipan new Song | Sagar Bairagi new song | khalipan Song | khalipan thehra | sad song 2026 | woh chhoote hue haath | heartbreak song | romantic sad song | love breakup song | hindi sad songs | latest hindi song | emotional hindi song | arijit singh style | bollywood sad song | sad romantic song | hindi songs 2026 |sagar bairagi song | new sad song hindi

#NewHindiSong #hindisong #newsong #newsong2026 #Chhootehuehathhai #Khalipan #khaalipansong #SadSong #HeartbreakSong #RomanticSong #HindiSong2026 #LoveSong #BreakupSong #EmotionalSong  
#SagarBairagi #BollywoodSong #SadRomanticSong

Woh Chhoote Hue Haath is a soulful and emotional Hindi heartbreak song that captures the pain of lost love, memories, and incomplete feelings. This sad romantic track brings deep emotions with a cinematic vibe, perfect for listeners who love heartfelt music.

🎧 Let this song take you through the journey of love, separation, and memories that never fade…

✨ Credits:
Singer & Lyrics: Sagar Bairagi
Music: Sagar Bairagi
Genre: Sad Romantic / Heartbreak

🔥 Highlight Part (Most Emotional):
👉 0:20 Woh Chhoote Hue Haath Hai ❤️  
https://youtu.be/TIWqSPKNFUY?si=zbxe_dbbbxQNVnTU

“Woh chhoote hue haath hai,
Woh toote hue khwaab hai…”

अगर आपको ये गाना पसंद आए ❤️
👉 Like, Share & Subscribe for more emotional songs

new hindi song 2026 | khalipan chhoote Hue Hath | sad song 2026 | heartbreak song | romantic sad song | woh chhoote hue haath | emotional hindi song | latest hindi song |  love breakup song | arijit singh style song | bollywood sad song | hindi sad songs collection

Khalipan new Song 
Khalipan thehra new Song 
new hindi song 2026 latest
latest sad song hindi 2026
heart touching hindi song
very sad song hindi
breakup song hindi 2026
emotional love song hindi
sad romantic song 2026
hindi sad songs collection
painful love song hindi
alone sad song hindi
sad song for broken heart
hindi song for heartbreak
new emotional song 2026
bollywood style sad song
arijit singh type song
jubin nautiyal style song
atif aslam type sad song
love failure song hindi
crying song hindi
deep feeling song hindi
sad song for night
lonely song hindi
miss you song hindi
yaad song hindi
heart broken song 2026
new viral sad song hindi
trending sad song 2026
reels viral sad song
instagram sad song hindi
youtube trending sad song
sad lofi hindi song
sad background music hindi
romantic heartbreak song
sad hindi song male voice
new hindi audio song 2026
sagar bairagi new song
woh chhoote hue haath song",2026-04-12T10:45:25.241686,trending
jL7q9hPnAPA,الرجل العنكبوت انقاذ باتمان Spider-Man Rescue batman vs iron man vs venom funny Game GTA 5 superhero,KIKO WF,2026-04-11T10:00:21Z,22,People & Blogs,[],889795,126272,3449,PT21M46S,الرجل العنكبوت انقاذ باتمان Spider-Man Rescue batman vs iron man vs venom funny Game GTA 5 superhero,2026-04-12T10:45:25.241686,trending
L8WIwm2VHQo,Tujhse Pyaar Rahega  | Arijit Singh Style Romantic Love Song | Dilshad Khaan | New Hindi Song 2026,Dilshad Khaan,2026-04-06T01:30:30Z,10,Music,"['tujhse pyaar rahega', 'tujhse pyaar rahega song', 'tujhse pyaar rahega dilshad khaan', 'tujhse pyaar rahega romantic song', 'tujhse pyaar rahega new song', 'tujhse pyaar rahega hindi song', 'dilshad khaan song', 'dilshad khaan new song', 'arijit singh style romantic song', 'arijit singh style love song', 'heart touching love song', 'romantic hindi song', 'emotional love song', 'trending hindi song', 'new hindi song 2026', 'latest hindi song', 'viral hindi song', 'romantic music', 'hindi music song']",1701300,3909,91,PT8M,"Tujhse Pyaar Rahega ❤️ | Arijit Singh Style Romantic Love Song | Dilshad Khaan | New Hindi Song 2026


---


Agar aapko romantic love songs pasand hain, toh “Tujhse Pyaar Rahega” by Dilshad Khaan aapke dil ko zaroor touch karega. ❤️

Yeh song sacche pyaar, wafadari aur dil ke gehre ehsaas ko beautifully express karta hai. Agar aapko Arijit Singh style romantic songs pasand hain toh yeh track aapko definitely pasand aayega.

Like 👍 Comment 💬 Share 🔁 aur Subscribe 🔔 zaroor karein.


---

🎧 Stream Now:

JioSaavn:
https://www.saavn.com/s/artist/dilshad-khaan-albums/BbMogFcSKPg_

Spotify:
https://open.spotify.com/track/1MovwwaQnFXV2OlTlKiBlk?si=7AMt9K4NTfS1sOMV8X9n6w

Amazon Music:
https://music.amazon.com/artists/B0GL8NPSPB/dilshad-khaan?marketplaceId=ATVPDKIKX0DER&musicTerritory=US&ref=dm_sh_K762kaVgiAG2gBYAFA9fP374E


---

📲 Follow Dilshad Khaan:

Facebook:
https://www.facebook.com/Dilshad2khaan

Instagram:
https://www.instagram.com/Dilshad2khaan


---


tujhse pyaar rahega, tujhse pyaar rahega song, tujhse pyaar rahega dilshad khaan, tujhse pyaar rahega romantic song, tujhse pyaar rahega new song, tujhse pyaar rahega hindi song, dilshad khaan song, dilshad khaan new song, arijit singh style romantic song, arijit singh style love song, heart touching love song, romantic hindi song, emotional love song, trending hindi song, new hindi song 2026, latest hindi song, viral hindi song, romantic music, hindi music song


---



#TujhsePyaarRahega
#DilshadKhaan
#ArijitSinghStyle
#RomanticSong
#LoveSong
#HeartTouchingSong
#HindiSong
#TrendingSong
#NewSong2026
#EmotionalSong
#ViralSong
#HindiMusic
#MusicLovers #emotionalsong #dilshadkhaan #hearttouchingsong #lovesong #romanticsong #newhindisong #newsong2026 #hindilovesong #bollywoodromantic",2026-04-12T10:45:25.241686,trending
Rv12w4d3Oto,Giant Franklin Found Secret Sand City in Swimming Pool - INDIAN BIKES DRIVING 3D,Vik Fury,2026-04-12T05:30:33Z,20,Gaming,"['INDIAN BIKE DRIVING 3D', 'indian bike driving 3d', 'INDIAN BIKE GAME', 'indian bike game', 'game', 'GTA V', 'gta v', 'Giant Franklin Found Secret Sand City in Swimming Pool - INDIAN BIKES DRIVING 3D', 'Giant Franklin Found Secret Mini City', 'tiny City in Indian bike driving 3d', 'vikfury', 'Indian Bikes driving 3d']",99965,587,12,PT8M55S,"Giant Franklin Found Secret Sand City in Swimming Pool - INDIAN BIKES DRIVING 3D
indian bikes driving 3d 
vikfury
Indian bike driving 3d 
Giant Franklin Found Secret Mini City
Giant Franklin Found Secret Sand City 
Sand City in Indian Bikes Driving 3d",2026-04-12T10:45:25.241686,trending
Ad6cMgM21KQ,Hai Ni Koi (Official Video) Pardeep Sran | Sruishty Maan | Sargi Maan | New Punjabi Songs 2026,Red Leaf Music,2026-04-09T05:42:55Z,10,Music,"['newpunjabisongs', 'punjabisongs', 'latestpunjabisongs', 'punjabihitsong', 'sadsongs', 'popsongs', 'trendingsongs', 'redleafmusic', 'punjabi songs 2026', 'new punjabi songs 2026', 'hai ni koi song pardeeep sran', 'pardeep sran all song', 'punjabi hits 2026', 'srushty maan songs', 'latest punjabi songs 2026']",2571667,16491,1223,PT2M53S,"Red Leaf Music & Goldy Kehal Presents Official Song of ""Hai Ni Koi"" New Punjabi Songs 2026, Latest Punjabi Song 2026 & Punjabi Songs 2026. Sung by Pardeep Sran . Lyrics are penned by Sandhu Kuldeep . Music is given by Gaiphy. 

#newpunjabisong #latestpunjabisongs #punjabisong 

Song : Hai Ni Koi
Singer : Pardeep Sran
Female Vocal : Sargi Maan
Ft : Sruishty Maan
Lyrics : Sandhu Kuldeep
Music :  Gaiphy
Mix Master : Dense
Dop : Jas sudan 
Editor : Jatin Arora 
Production : Ravi Ishru 
Producer : Goldy Kehal & Happy Kehal 
Project by : Darvinder Bhullar

Video By : Roy Rajput




All Rights Reserved. ©️Red Leaf Music

Enjoy and Stay Connected with #RedLeafMusic 


  
hai ni koi  song ,  punjabi song  , new song agg pardeep sran , pardeep Sran   new   song, pardeep Sran  all song, new punjabi song 2026,   song  punjabi , punjabi song 2026, latest punjabi song, new punjabi songs 2026, punjabi songs 2026, punjabi songs ,new song 2026 ,latest song, punjabi songs new, club song pardeep Sran ,  latest punjabi songs 2026 ,latest punjabi songs ,new punjabi songs ,new, latest, punjabi song 2026 ,new punjabi song, latest punjabi song 2026   , punjabi viral songs , punjabi hits songs 2026 , punjabi song   , hostel new  song , new punjabi songs 2026 , Pardeep Sran latest punjabi songs 2025 , all punjabi songs , all new punjabi songs , hostel album",2026-04-12T10:45:25.241686,trending
